SampleID	SeqProject	LCSETMax	ReadgroupsAggregated	GENDER	ANCESTRY	SeqTech	LibTech	Mean_Coverage	Contamination_Estimation	Percent_Chimeric_Reads	Median_Insert_Size	Standard_Deviation_Insert_Size	Percent_lt_30bp_frags	nEvalVariants	novelSites	nVariantsAtComp	nInsertions	nDeletions	InsDelRatio	nSingletons	nHets	nHomRef	nHomVar	HetHomeRatio	nTi	nTv	TiTvRatio	index	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	inferredAncestry	nEvalVariantsZscore	novelSitesZscore	nVariantsAtCompZscore	nInsertionsZscore	nDeletionsZscore	InsDelRatioZscore	nSingletonsZscore	nHetsZscore	nHomRefZscore	nHomVarZscore	HetHomeRatioZscore	nTiZscore	nTvZscore	TiTvRatioZscore	ANCESTRY-SeqTech	maxVcfzscore	flaggedReason
Sample-199	G76371	LCSET-6032	1	NA	NA	HiSeqX	SAGE	30.927	0	0.008945	410	112.025	0.0513756	3832006	336004	3496002	181573	203291	0.89	14707	2425797	34444319	1406209	1.73	1979239	1050844	1.88	199	0.0189	0.0083	-0.0139	-0.0071	0.0177	-0.0415	0.0257	0.0551	-8e-04	-0.0195	-0.0109	0.0193	-0.0366	0.016	0.0523	-0.0118	0.02	0.0595	0.0096	-0.0066	EUR	1.017	0.823	1.065	0.875	1.002	0.674	0.098	1.148	0.384	0.618	1.214	0.7	1.226	1.349	NA-HiSeqX	1.349	Percent_lt_30bp_frags>=0.01,
Sample-200	G76371	LCSET-6032	1	NA	NA	HiSeqX	SAGE	29.643	0	0.00472	295	116.147	0.0764375	3804107	348343	3455764	179823	205016	0.88	14122	2353051	34478704	1451056	1.62	1953162	1041806	1.87	200	0.0178	0.0107	-0.0073	-6e-04	0.0186	-0.0366	0.0155	0.0213	-0.0142	0.0112	-0.0257	-0.0048	-0.0119	-0.0138	-0.0116	0.0201	-0.0162	-0.0618	0.0084	-0.0334	EUR	0.528	1.497	0.142	0.373	1.352	1.349	0.281	0.07	0.098	0.97	0.27	0.664	0.368	2.023	NA-HiSeqX	2.023	Percent_lt_30bp_frags>=0.01,
Sample-201	G76371	LCSET-6032	1	NA	NA	HiSeqX	SAGE	31.422	0	0.007865	435	118.647	0.0538835	3800928	332400	3468528	180384	200499	0.9	14541	2357257	34454232	1443671	1.63	1962775	1039737	1.89	201	0.0164	0.0069	-0.0212	0.0024	-0.0013	-0.0303	0.0086	0.0277	0.0377	-0.0526	0.019	0.0162	-0.0218	1e-04	-0.019	0.0307	0.0224	-0.024	0.0128	0.004	EUR	0.473	0.626	0.435	0.534	0.437	0	0.01	0.133	0.301	0.708	0.135	0.161	0.172	0.674	NA-HiSeqX	0.708	Percent_lt_30bp_frags>=0.01,
Sample-202	G76371	LCSET-6032	1	NA	NA	HiSeqX	SAGE	31.496	0	0.0082	424	111.388	0.0506234	3801033	330579	3470454	180748	200963	0.9	13139	2346645	34464691	1454388	1.61	1957888	1037582	1.89	202	0.0182	0.0128	-7e-04	0.0107	-0.0024	-0.0103	-0.0356	-0.0423	-0.0129	-0.0114	-0.0469	-0.0312	-0.0233	0.0211	-0.0115	0.0405	-0.0028	0.0458	-0.015	-0.0018	EUR	0.475	0.526	0.479	0.638	0.531	0	0.918	0.024	0.215	1.088	0.405	0.417	0.033	0.674	NA-HiSeqX	1.088	Percent_lt_30bp_frags>=0.01,
Sample-203	G76371	LCSET-6032	1	NA	NA	HiSeqX	SAGE	29.872	0	0.011864	435	101.303	0.0390034	3752336	319631	3432705	176911	198243	0.89	14854	2323242	34491310	1429094	1.63	1959139	1033628	1.9	203	0.0183	0.0106	-9e-04	0.0057	-0.011	-0.0425	-0.0325	-0.0473	-0.06	0.0331	0.0473	-0.0028	-0.0179	-0.0325	0.022	-0.0605	-0.0118	0.0319	0.059	-0.0071	EUR	0.378	0.072	0.387	0.461	0.021	0.674	0.193	0.371	0.007	0.192	0.135	0.352	0.408	0	NA-HiSeqX	0.674	Percent_lt_30bp_frags>=0.01,
Sample-204	G76371	LCSET-6032	1	NA	NA	HiSeqX	SAGE	29.843	0	0.006794	418	70.131	0.0032515	3826081	330128	3495953	181078	203855	0.89	15065	2425120	34406458	1400961	1.73	1975488	1043986	1.89	204	0.018	0.0087	-0.006	-0.0018	0.0381	-0.0265	0.0035	0.0263	0.0044	0.0173	-0.0199	0.0242	-0.0037	-0.0044	-0.0349	0.0168	-0.0041	0.0322	-0.0057	0.0211	EUR	0.913	0.502	1.064	0.733	1.117	0.674	0.33	1.138	0.698	0.804	1.214	0.504	0.575	0.674	NA-HiSeqX	1.214	
Sample-205	G76371	LCSET-6032	1	NA	NA	HiSeqX	SAGE	33.685	0	0.007969	401	93.658	0.0366336	3810675	342452	3468223	181637	202767	0.9	14135	2378575	34459128	1432100	1.66	1955404	1040310	1.88	205	0.0174	0.0094	-0.0096	-6e-04	-0.0269	-0.0043	0.0028	0.021	0.0055	-5e-04	0.0097	-0.0194	-0.0329	-0.0292	-0.0347	0.0427	-0.0108	0.0177	0.018	-0.0173	EUR	0.644	1.175	0.428	0.893	0.896	0	0.273	0.449	0.261	0.299	0.27	0.547	0.226	1.349	NA-HiSeqX	1.349	Percent_lt_30bp_frags>=0.01,
Sample-206	G76371	LCSET-6032	1	NA	NA	HiSeqX	SAGE	25.759	0	0.007008	299	124.537	1.4496234	3760437	321088	3439349	176282	198746	0.89	13209	2317823	34463447	1442614	1.61	1966770	1039150	1.89	206	0.0167	0.0052	-0.0075	-0.0044	0.0293	0.006	0.001	-0.0017	-0.0031	0.0201	-0.0063	-0.0178	-0.0355	-0.0123	-0.026	-0.0279	0.0408	-0.0245	-0.0546	0.009	EUR	0.237	0.008	0.235	0.641	0.081	0.674	0.873	0.451	0.225	0.671	0.405	0.048	0.116	0.674	NA-HiSeqX	0.873	Percent_lt_30bp_frags>=0.01,
Sample-207	G76371	LCSET-6032	1	NA	NA	HiSeqX	SAGE	31.48	0	0.009238	422	92.918	0.0171788	3760040	324578	3435462	178335	198308	0.9	12788	2336464	34470376	1423576	1.64	1939494	1026895	1.89	207	0.019	0.0047	-0.0085	-0.0231	0.0213	-0.0187	0.0311	0.0095	-0.04	0.0557	0.0236	-0.0168	0.0399	-0.0297	0.0239	-0.004	0.0162	0.0144	0.0835	-0.0133	EUR	0.244	0.198	0.324	0.053	0.007	0	1.146	0.175	0.167	0.003	0	1.379	1.047	0.674	NA-HiSeqX	1.379	Percent_lt_30bp_frags>=0.01,
Sample-208	G76371	LCSET-6032	1	NA	NA	HiSeqX	SAGE	31.97	0.00022	0.007513	425	95.661	0.0183155	3719340	306213	3413127	175947	195211	0.9	12985	2275977	34514362	1443363	1.58	1943343	1023848	1.9	208	0.0183	0.0097	-0.008	-0.0089	-0.0059	-0.0087	-0.0162	0.0025	0.0196	0.0298	-0.0211	0.0214	-0.0407	-0.0015	-0.0507	-4e-04	-0.0258	0.001	-9e-04	0.018	EUR	0.957	0.805	0.836	0.737	0.635	0	1.018	1.071	0.198	0.698	0.809	1.178	1.337	0	NA-HiSeqX	1.337	Percent_lt_30bp_frags>=0.01,
Sample-209	G76371	LCSET-6032	1	NA	NA	HiSeqX	SAGE	25.883	0	0.008286	425	114.314	1.6969802	3800982	318105	3482877	178466	198221	0.9	27568	2404979	34415967	1396003	1.72	2002441	1049891	1.91	209	0.0171	0.0113	-0.0106	0.0528	0.0206	0.0079	-0.0094	0.0402	-0.0191	-0.0137	0.0064	0.016	-0.0039	-0.019	0.0084	-0.0157	-0.0099	-0.0187	0.0603	-0.0074	EUR	0.474	0.155	0.764	0.015	0.025	0	8.431	0.84	0.619	0.979	1.079	1.914	1.135	0.674	NA-HiSeqX	8.431	nSingletonsZscore>=4,Percent_lt_30bp_frags>=0.01,
Sample-210	G76371	LCSET-6032	1	NA	NA	HiSeqX	SAGE	26.98	0	0.005609	290	114.559	0.0648965	3788172	309697	3478475	178130	196178	0.91	18610	2390994	34442802	1397178	1.71	1986979	1044696	1.9	210	0.0174	0.0098	-0.0142	-0.0269	-0.0092	-0.0134	0.0086	0.0313	0.0171	-0.0211	0.0397	-0.0175	0.0129	-0.0073	-0.0063	-0.0214	0.012	-0.0023	0.0111	0.005	EUR	0.249	0.615	0.663	0.112	0.439	0.674	2.627	0.632	0.396	0.938	0.944	1.105	0.642	0	NA-HiSeqX	2.627	Percent_lt_30bp_frags>=0.01,
Sample-211	G76371	LCSET-6032	1	Male	White	HiSeqX	SAGE	30.608	0	0.006043	421	86.237	0.0033822	3735154	296927	3438227	176035	196773	0.89	13921	2316378	34490200	1418776	1.63	1953825	1028676	1.9	211	0.0169	0.0075	-7e-04	-0.0329	-0.0397	-0.0061	-0.0543	-0.0261	-0.0211	-0.022	-0.0158	-0.0215	-0.0635	0.0061	-0.0135	-0.001	-0.0773	0.0156	-0.0282	-0.0161	EUR	1.311	1.99	0.791	1.452	1.072	0.674	0.345	1.077	0.611	0.341	0.674	0.592	1.193	0.674	White-HiSeqX	1.99	
Sample-212	G76371	LCSET-6032	1	Male	White	HiSeqX	SAGE	28.119	0	0.008471	408	101.816	0.0472979	3701507	303128	3398379	174425	195281	0.89	13085	2271964	34478975	1429543	1.59	1944050	1020737	1.9	212	0.0181	0.008	-0.0087	0.0067	0.0492	-0.0147	-0.003	0.0245	0.0035	0.0166	-0.0065	0.0379	0.0145	0.0192	0.0051	-0.0229	0.0057	0.0612	0.0187	0.0165	EUR	1.989	1.638	1.842	1.963	1.462	0.674	0.982	1.857	0.338	0.124	1.349	1.205	2	0.674	White-HiSeqX	2	Percent_lt_30bp_frags>=0.01,
Sample-213	G76371	LCSET-6032	1	Male	White	HiSeqX	SAGE	32.451	0.00206	0.008626	412	108.725	0.0479636	3751473	323922	3427551	177265	198971	0.89	13181	2313946	34494860	1437527	1.61	1947655	1031030	1.89	213	0.0183	0.0122	-0.014	0.0287	0.0106	-0.0218	0.0277	-0.0598	-0.0118	0.0146	-0.0088	0.0018	0.0264	0.0247	-0.0283	0.0244	-0.0341	0.0275	-0.0448	-0.0171	EUR	0.982	0.458	1.073	1.062	0.499	0.674	0.909	1.12	0.724	0.468	1.012	0.979	0.954	0	White-HiSeqX	1.12	Percent_lt_30bp_frags>=0.01,
Sample-214	G76371	LCSET-6032	1	Female	African American	HiSeqX	SAGE	28.546	0	0.006314	398	110.029	0.0552452	4577187	418049	4159138	208744	248595	0.84	63709	3083410	33658907	1493777	2.06	2420106	1266879	1.91	214	-0.047	0.0207	9e-04	-0.0103	-0.0253	0.0117	-0.0165	-0.0324	-0.0173	0.0127	-0.0064	0.0192	0.0023	-0.0094	0.0301	0.0233	-0.0158	-0.0243	0.0126	0.0205	AFR	0.531	0.08	0.734	0.088	0.361	0.674	1.35	0.129	1.003	0.646	0.259	1.399	1.17	Inf	African American-HiSeqX	Inf	TiTvRatioZscore>=4,Percent_lt_30bp_frags>=0.01,
Sample-215	G76371	LCSET-6032	1	Male	White	HiSeqX	SAGE	30.397	0	0.007321	410	115.386	0.0577384	3759956	321770	3438186	177213	198027	0.89	13632	2338290	34477866	1421666	1.64	1960790	1035891	1.89	215	0.0185	0.0121	-0.0036	0.0146	0.0164	0.0089	0.0217	0.0043	0.024	0.04	-0.0325	0.0508	0.041	-0.0205	8e-04	0.0417	0.0136	0.0041	-0.0098	-0.003	EUR	0.811	0.58	0.792	1.079	0.745	0.674	0.566	0.692	0.311	0.216	0.506	0.155	0.459	0	White-HiSeqX	1.079	Percent_lt_30bp_frags>=0.01,
Sample-216	G76371	LCSET-6032	1	Female	African American	HiSeqX	SAGE	29.972	0	0.007008	381	105.656	0.0646647	4527077	414784	4112293	206819	245429	0.84	55249	3130977	33736036	1396100	2.24	2384780	1250711	1.91	216	-0.0418	0.02	-2e-04	-0.011	0.0039	0.0211	0.0082	0.0138	-0.0229	-0.0031	-0.0047	3e-04	9e-04	0	0.0117	0.0171	0.0044	-0.0212	-0.002	0.0209	AFR	0.275	0.215	0.176	0.627	0.169	0.674	0.265	0.697	0.314	1.164	1.608	0.107	0.089	Inf	African American-HiSeqX	Inf	TiTvRatioZscore>=4,Percent_lt_30bp_frags>=0.01,
Sample-217	G76371	LCSET-6032	1	Female	White	HiSeqX	SAGE	30.641	0	0.005958	351	118.095	0.0643941	3855396	351547	3503849	182711	207100	0.88	14622	2444990	34453810	1410406	1.73	1979317	1054117	1.88	217	0.0187	0.0089	-0.0069	0.0066	0.0568	0.0053	0.006	0.0267	-0.0136	-1e-04	-0.0108	0.0155	0.0014	-0.0257	0.0409	-0.0097	0.0374	-0.0323	-0.003	-0.0038	EUR	1.112	1.11	0.939	0.664	1.622	1.349	0.189	1.181	0.273	0.702	1.012	1.007	1.394	0.674	White-HiSeqX	1.622	Percent_lt_30bp_frags>=0.01,
Sample-218	G76371	LCSET-6032	1	Female	White	HiSeqX	SAGE	28.829	0	0.004077	301	116.272	0.0739706	3791338	329978	3461360	177891	201893	0.88	14980	2381693	34474691	1409645	1.69	1973438	1044114	1.89	218	0.019	0.0115	-0.0014	-0.0089	-0.0201	0.021	-0.0394	-0.0214	-0.0082	0.0283	0.001	-0.0075	-0.009	0.0251	-0.0211	0.004	0.0031	-0.0081	0.0053	0.0358	EUR	0.179	0.114	0.181	0.864	0.264	1.349	0.462	0.07	0.234	0.735	0.337	0.638	0.377	0	White-HiSeqX	1.349	Percent_lt_30bp_frags>=0.01,
Sample-219	G76371	LCSET-6032	1	Male	White	HiSeqX	SAGE	26.571	0	0.005526	432	116.61	0.0582857	3689921	286637	3403284	173416	190678	0.91	12736	2254879	34514788	1435042	1.57	1953720	1023981	1.91	219	0.0198	0.01	0.0051	-0.005	-0.0465	0.0153	0.0699	-0.019	-0.0334	0.0047	0.015	0.0098	0.0139	-0.0443	-0.0782	0.0179	0.0439	-0.0386	-0.0391	-0.0143	EUR	2.223	2.574	1.713	2.282	2.663	0.674	1.248	2.157	1.207	0.361	1.686	0.599	1.671	1.349	White-HiSeqX	2.663	Percent_lt_30bp_frags>=0.01,
Sample-220	G76371	LCSET-6032	1	Male	White	HiSeqX	SAGE	31.039	0	0.005802	395	108.446	0.0610014	3750577	327262	3423315	177861	199318	0.89	13376	2309247	34509584	1441330	1.6	1943340	1029309	1.89	220	0.0184	0.0098	-0.0062	0.0017	-0.0066	0.0586	-0.0056	-0.0806	-0.0454	-0.0159	-0.0242	-0.0055	0.0237	-0.0161	0.035	-0.0093	0.0354	-0.036	0.0127	0.0173	EUR	1	0.268	1.185	0.874	0.408	0.674	0.761	1.202	1.081	0.632	1.18	1.25	1.129	0	White-HiSeqX	1.25	Percent_lt_30bp_frags>=0.01,
Sample-221	G76371	LCSET-6032	1	Female	White	HiSeqX	SAGE	27.95	0	0.00761	345	120.29	0.0569787	3820406	323801	3496605	179975	201248	0.89	14969	2395919	34420001	1424487	1.68	1985390	1050164	1.89	221	0.0168	0.0103	-0.0103	0.0039	-0.0452	0.0132	0.0409	-0.0482	0.0256	-0.0045	0.042	0.0115	-0.0105	-0.0196	-0.0312	0.015	0.0071	0.0062	0.0097	0.0122	EUR	0.407	0.465	0.748	0.203	0.095	0.674	0.453	0.32	1.093	0.095	0.169	1.388	0.992	0	White-HiSeqX	1.388	Percent_lt_30bp_frags>=0.01,
Sample-222	G76371	LCSET-6032	1	Male	White	HiSeqX	SAGE	30.934	0	0.008979	413	108.072	0.0446063	3765738	318910	3446828	178553	197156	0.91	13211	2319734	34462509	1446004	1.6	1956642	1033624	1.89	222	0.0169	0.0069	-0.0069	-0.0042	-0.0092	0.0254	0.0068	0.034	-0.0102	0.0219	-0.0371	0.0026	-0.0029	-0.0054	-0.026	0.028	0.0099	0.0042	-0.0178	-0.0409	EUR	0.695	0.742	0.565	0.654	0.972	0.674	0.886	1.018	0.062	0.834	1.18	0.415	0.69	0	White-HiSeqX	1.18	Percent_lt_30bp_frags>=0.01,
Sample-223	G76371	LCSET-6032	1	Male	White	HiSeqX	SAGE	32.1	0	0.022478	414	73.26	0.0037158	4118267	355888	3762379	193766	219197	0.88	28651	2760488	34104218	1357779	2.03	2147779	1127324	1.91	223	-0.0084	0.0135	-0.0037	3e-04	-0.0342	-0.0033	-0.0111	-0.0063	0.0232	-0.002	0.0069	0.0129	-0.0553	-0.0385	-0.0213	0.0084	-0.0209	0.0178	0.0325	0.006	AFR	6.41	1.356	7.757	4.168	4.779	1.349	10.881	6.721	8.758	2.973	6.07	11.573	8.84	1.349	White-HiSeqX	11.573	nTvZscore>=4,nTiZscore>=4,HetHomeRatioZscore>=4,nHomRefZscore>=4,nHetsZscore>=4,nSingletonsZscore>=4,nDeletionsZscore>=4,nInsertionsZscore>=4,nVariantsAtCompZscore>=4,nEvalVariantsZscore>=4,
Sample-224	G76371	LCSET-6032	1	Male	White	HiSeqX	SAGE	31.183	0	0.009276	479	127.785	0.0488924	3745211	315430	3429781	177444	197699	0.9	13532	2309197	34498695	1436014	1.61	1949230	1028806	1.89	224	0.0206	0.0106	-0.0097	-0.0101	0.0266	0.0352	-0.0463	0.0093	0.0317	0.0318	-0.0298	0.0027	-6e-04	-0.0044	-0.0105	-0.0158	0.0126	0.0174	-0.0192	0.0089	EUR	1.108	0.94	1.014	1.006	0.831	0	0.642	1.203	0.817	0.403	1.012	0.88	1.18	0	White-HiSeqX	1.203	Percent_lt_30bp_frags>=0.01,
Sample-225	G76371	LCSET-6032	1	Male	White	HiSeqX	SAGE	31.303	0	0.008091	440	112.351	0.0451961	3794394	338211	3456183	179890	202818	0.89	13439	2343175	34461020	1451219	1.61	1953798	1037428	1.88	225	0.0187	0.0092	-0.005	0.0254	0.028	0.0359	0.1028	-0.0732	0.0044	-0.0055	-0.0301	0.0014	-0.0522	-0.0203	0.0039	-0.0064	-0.0619	-0.0169	-0.0304	-0.0137	EUR	0.117	0.353	0.318	0.23	0.505	0.674	0.713	0.606	0.098	1.059	1.012	0.594	0.303	0.674	White-HiSeqX	1.059	Percent_lt_30bp_frags>=0.01,
Sample-226	G76371	LCSET-6032	1	Male	White	HiSeqX	SAGE	31.32	0	0.008063	408	104.131	0.0476886	3737755	316671	3421084	176706	197081	0.9	14013	2293203	34495581	1444552	1.59	1951450	1029532	1.9	226	0.0197	0.0111	-0.007	-0.0076	0.0179	0.01	-0.003	0.0027	0.0279	0.021	0.0204	-0.0137	0.0392	-0.0116	-0.0107	0.0507	0.0068	-0.0376	-0.0178	-0.0111	EUR	1.259	0.87	1.243	1.24	0.992	0	0.275	1.484	0.741	0.771	1.349	0.741	1.106	0.674	White-HiSeqX	1.484	Percent_lt_30bp_frags>=0.01,
Sample-227	G76371	LCSET-6032	1	Male	White	HiSeqX	SAGE	28.03	0	0.006356	430	75.759	0.0043467	3736534	300992	3435542	178310	194306	0.92	14420	2300219	34493944	1436315	1.6	1939683	1022384	1.9	227	0.0186	0.0095	-0.0158	-0.0046	-0.0046	0.0453	0.0444	-0.0158	-0.0287	0.0122	-0.0383	0.0099	0.0025	0.0156	0.0275	-0.0051	-0.004	-0.0136	-0.0215	0.0023	EUR	1.283	1.759	0.862	0.731	1.716	1.349	0.035	1.361	0.701	0.416	1.18	1.479	1.833	0.674	White-HiSeqX	1.833	
Sample-228	G76371	LCSET-6032	1	Female	White	HiSeqX	SAGE	28.605	0	0.006642	394	109.881	0.0575178	3791531	323296	3468235	179152	199227	0.9	15303	2405373	34441587	1386158	1.74	1972395	1041092	1.89	228	0.0173	0.0091	-0.0154	0.0047	-0.0022	-0.0477	0.0066	0.023	0	-0.0154	0.0053	-0.0221	-7e-04	-0.0521	-0.009	-0.0108	-0.008	-0.0279	-0.0097	0.01	EUR	0.175	0.493	0	0.464	0.432	0	0.708	0.486	0.569	1.748	1.18	0.573	0.07	0	White-HiSeqX	1.748	Percent_lt_30bp_frags>=0.01,
Sample-229	G76371	LCSET-6032	1	Male	White	HiSeqX	SAGE	30.663	0	0.009575	423	92.357	0.009687	4028346	364842	3663504	189894	217592	0.87	27675	2616195	34210345	1412151	1.85	2076637	1100257	1.89	229	0.0036	0.005	0.0235	0.0166	0.0142	-0.0065	0.0031	-0.0243	0.0191	-0.0042	-0.0275	-0.0485	-0.0021	-0.0023	-0.0064	-9e-04	-0.033	-0.0133	-0.0222	-0.0149	AMR	4.597	1.864	5.15	2.94	4.36	2.023	10.137	4.187	6.182	0.627	3.035	7.111	6.087	0	White-HiSeqX	10.137	nTvZscore>=4,nTiZscore>=4,nHomRefZscore>=4,nHetsZscore>=4,nSingletonsZscore>=4,nDeletionsZscore>=4,nVariantsAtCompZscore>=4,nEvalVariantsZscore>=4,
Sample-230	G76371	LCSET-6032	1	Male	White	HiSeqX	SAGE	30.416	0	0.006245	420	109.6	0.0530946	3819195	344633	3474562	180630	202303	0.89	24708	2385635	34436896	1433560	1.66	1976873	1048517	1.89	230	0.0127	0.0105	-0.0052	0.0481	-0.0227	0.0114	-0.0228	0.0094	-0.0028	-0.0124	-0.0076	-0.0184	0.0072	0.0481	0.0025	0.0224	-0.0298	-0.0417	-0.0153	-0.0359	EUR	0.383	0.718	0.167	0.004	0.371	0.674	7.876	0.139	0.683	0.297	0.169	0.853	0.825	0	White-HiSeqX	7.876	nSingletonsZscore>=4,Percent_lt_30bp_frags>=0.01,
Sample-231	G76371	LCSET-6032	1	Male	White	HiSeqX	SAGE	27.291	0	0.007812	429	96.175	0.0186527	3677340	282297	3395043	174692	189021	0.92	13871	2246056	34533695	1431284	1.57	1930863	1013350	1.91	231	0.0183	0.0071	-0.0168	0.0095	-0.0089	-0.0017	0.0041	0.0122	0.0087	0.0296	-0.0173	-0.0272	-0.0488	-0.0399	-0.0181	-0.0045	-0.009	-0.0161	0.007	-0.0111	EUR	2.476	2.82	1.93	1.878	3.095	1.349	0.383	2.312	1.666	0.199	1.686	2.032	2.752	1.349	White-HiSeqX	3.095	Percent_lt_30bp_frags>=0.01,
Sample-232	G76371	LCSET-6032	1	Male	White	HiSeqX	SAGE	30.223	0	0.006259	407	105.08	0.403391	3793428	338265	3455163	179703	203705	0.88	13397	2356829	34452596	1436599	1.64	1951373	1036450	1.88	232	0.0181	0.0111	-0.0063	-0.0012	0.0322	-0.0383	0.0093	0.0331	-0.0102	-0.0381	-0.0182	0.0137	0.0196	0.0161	-0.0197	0.0273	0.0046	0.0331	-0.0134	0.0105	EUR	0.137	0.356	0.345	0.29	0.736	1.349	0.745	0.367	0.302	0.428	0.506	0.746	0.402	0.674	White-HiSeqX	1.349	Percent_lt_30bp_frags>=0.01,
Sample-233	G76371	LCSET-6032	1	Male	White	HiSeqX	SAGE	24.448	0	0.006221	404	117.716	0.0621586	3756689	316733	3439956	177074	198388	0.89	14002	2326356	34463183	1430333	1.63	1957020	1032047	1.9	233	0.018	0.0095	-0.004	-0.0102	0.0112	0.0221	0.0476	-0.0235	0.0121	-0.0234	0.012	0.0227	0.0031	-0.0592	0.0073	-0.0311	-6e-04	-0.0032	-0.0063	-0.0135	EUR	0.877	0.866	0.746	1.123	0.651	0.674	0.284	0.902	0.045	0.158	0.674	0.392	0.85	0.674	White-HiSeqX	1.123	Percent_lt_30bp_frags>=0.01,
Sample-234	G76371	LCSET-6032	1	Male	White	HiSeqX	SAGE	28.161	0	0.012589	413	109.15	0.0538688	3773298	328851	3444447	179412	199551	0.9	15480	2332662	34474204	1440636	1.62	1955496	1035800	1.89	234	0.0178	0.0116	-0.0041	-0.0041	-0.017	-0.0032	-0.016	-0.0128	-0.027	0.0382	-0.0191	-0.0158	-0.0361	-0.0112	-0.0134	-0.0044	0.0052	-0.0017	0.0206	0.0245	EUR	0.542	0.178	0.627	0.382	0.348	0	0.843	0.791	0.222	0.602	0.843	0.487	0.469	0	White-HiSeqX	0.843	Percent_lt_30bp_frags>=0.01,
Sample-235	G76371	LCSET-6032	1	Male	White	HiSeqX	SAGE	30.554	0	0.008519	436	117.708	0.0573813	3766556	327583	3438973	178327	198934	0.9	13411	2308498	34503058	1458058	1.58	1954618	1033945	1.89	235	0.0171	0.0086	-0.0081	0.0058	0.0268	0.0287	-0.0418	0.011	-0.0352	-0.0207	0.0191	0.0253	0.0188	-0.0108	-0.0083	0.0115	0.0655	-0.0082	-0.0211	-0.0187	EUR	0.678	0.25	0.772	0.726	0.509	0	0.734	1.215	0.923	1.354	1.518	0.542	0.657	0	White-HiSeqX	1.518	Percent_lt_30bp_frags>=0.01,
Sample-236	G76371	LCSET-6032	1	Female	White	HiSeqX	SAGE	28.648	0	0.006165	419	89.627	0.0034981	3788774	305929	3482845	180219	198339	0.91	13811	2398948	34463063	1389826	1.73	1961488	1034478	1.9	236	0.0176	0.0089	-0.0051	-0.0382	0.0151	-0.0168	-0.0258	-0.0174	0.0171	0.0084	0.0031	0.0103	-0.0051	-0.0026	0.0026	-0.0078	-0.0039	0.0083	0.0096	-0.038	EUR	0.231	1.479	0.385	0.126	0.664	0.674	0.429	0.373	0.048	1.59	1.012	0.111	0.603	0.674	White-HiSeqX	1.59	
Sample-237	G76371	LCSET-6032	1	Male	White	HiSeqX	SAGE	32.102	0	0.008754	441	102.864	0.0334452	3783155	332388	3450767	179710	199559	0.9	14239	2351112	34467138	1432043	1.64	1951560	1034131	1.89	237	0.0166	0.0078	-0.0086	-0.0123	-0.0049	0.0031	-0.0032	0.0101	0.0056	0.0062	0.0023	-0.0113	0.0056	0.0124	-0.0013	0.0243	0.0339	-0.0103	-0.0128	0.006	EUR	0.344	0.023	0.461	0.287	0.345	0	0.103	0.467	0.051	0.231	0.506	0.734	0.638	0	White-HiSeqX	0.734	Percent_lt_30bp_frags>=0.01,
Sample-238	G76371	LCSET-6032	1	Male	White	HiSeqX	SAGE	31.027	0	0.009533	436	82.213	0.0041744	3756011	321188	3434823	178809	197531	0.91	13426	2314322	34480441	1441689	1.61	1939032	1025013	1.89	238	0.0182	0.0068	-0.0109	6e-04	0.0306	0.0033	0.0689	-0.0155	0.0444	0.0298	0.0306	0.0138	-0.0034	-0.0061	0.0072	-0.0292	-0.0285	0.0548	0.0172	-0.0078	EUR	0.891	0.613	0.881	0.573	0.875	0.674	0.723	1.113	0.374	0.648	1.012	1.52	1.566	0	White-HiSeqX	1.566	
Sample-239	G76371	LCSET-6032	1	Male	White	HiSeqX	SAGE	26.929	0	0.007403	427	91.009	0.0146537	3728370	302768	3425602	176098	195778	0.9	13911	2306907	34483984	1421463	1.62	1946176	1025356	1.9	239	0.0168	0.0085	-0.0032	-0.0018	0.0203	8e-04	0.0682	-0.0085	-0.0251	-0.0095	0.0083	0.0365	-0.0379	-0.0422	-0.0413	0.0019	0.0348	0.0079	-0.0389	0.002	EUR	1.448	1.659	1.124	1.432	1.332	0	0.353	1.243	0.46	0.225	0.843	1.072	1.531	0.674	White-HiSeqX	1.659	Percent_lt_30bp_frags>=0.01,
Sample-240	G76371	LCSET-6032	1	Female	White	HiSeqX	SAGE	29.528	0	0.014464	414	77.5	0.0029668	3784470	309189	3475281	178730	197772	0.9	14847	2386800	34441193	1397670	1.71	1971834	1037760	1.9	240	0.0192	0.0108	-0.0021	-0.0057	0.002	0.0287	-0.0177	0.0186	-0.0352	-0.0092	-0.0304	-0.0237	-0.014	0.0169	0.0195	0.0016	0.02	-0.0297	-0.003	0.0015	EUR	0.317	1.294	0.186	0.598	0.812	0	0.36	0.16	0.579	1.252	0.674	0.537	0.269	0.674	White-HiSeqX	1.294	
